mode,phase,run,case,sha,binary_sha256,frames,setup_ms,p50_ms,p95_ms,p99_ms,max_ms,over_33,over_100,longest_over_33,setup_records,setup_proxies,setup_tracked_identities,setup_stress_mode,records_first,records_last,records_minimum,records_maximum,proxies_first,proxies_last,proxies_minimum,proxies_maximum,caps_first,caps_last,caps_minimum,caps_maximum,textures_first,textures_last,textures_minimum,textures_maximum,mids_first,mids_last,mids_minimum,mids_maximum,fine_bytes_first,fine_bytes_last,fine_bytes_minimum,fine_bytes_maximum,working_set_first,working_set_last,working_set_minimum,working_set_maximum,uobjects_first,uobjects_last,uobjects_minimum,uobjects_maximum,rhi_texture_bytes_first,rhi_texture_bytes_last,rhi_texture_bytes_maximum,engine_game_ms_p50_ms,engine_game_ms_p95_ms,engine_game_ms_p99_ms,engine_game_ms_max_ms,engine_render_ms_p50_ms,engine_render_ms_p95_ms,engine_render_ms_p99_ms,engine_render_ms_max_ms,engine_rhi_ms_p50_ms,engine_rhi_ms_p95_ms,engine_rhi_ms_p99_ms,engine_rhi_ms_max_ms,engine_gpu_ms_p50_ms,engine_gpu_ms_p95_ms,engine_gpu_ms_p99_ms,engine_gpu_ms_max_ms,engine_game_wait_ms_p50_ms,engine_game_wait_ms_p95_ms,engine_game_wait_ms_p99_ms,engine_game_wait_ms_max_ms,engine_render_wait_ms_p50_ms,engine_render_wait_ms_p95_ms,engine_render_wait_ms_p99_ms,engine_render_wait_ms_max_ms,engine_present_ms_p50_ms,engine_present_ms_p95_ms,engine_present_ms_p99_ms,engine_present_ms_max_ms,gray_stage_current_reveal_us_p50_us,gray_stage_current_reveal_us_p95_us,gray_stage_current_reveal_us_p99_us,gray_stage_current_reveal_us_max_us,gray_stage_historical_us_p50_us,gray_stage_historical_us_p95_us,gray_stage_historical_us_p99_us,gray_stage_historical_us_max_us,gray_stage_coverage_us_p50_us,gray_stage_coverage_us_p95_us,gray_stage_coverage_us_p99_us,gray_stage_coverage_us_max_us,gray_stage_occupancy_us_p50_us,gray_stage_occupancy_us_p95_us,gray_stage_occupancy_us_p99_us,gray_stage_occupancy_us_max_us,gray_stage_ownership_us_p50_us,gray_stage_ownership_us_p95_us,gray_stage_ownership_us_p99_us,gray_stage_ownership_us_max_us,gray_stage_texture_us_p50_us,gray_stage_texture_us_p95_us,gray_stage_texture_us_p99_us,gray_stage_texture_us_max_us,gray_stage_cap_us_p50_us,gray_stage_cap_us_p95_us,gray_stage_cap_us_p99_us,gray_stage_cap_us_max_us,gray_stage_refresh_us_p50_us,gray_stage_refresh_us_p95_us,gray_stage_refresh_us_p99_us,gray_stage_refresh_us_max_us,gray_memory_p95_ms
PIE,before,Before_PIE_02,FastSweep90,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,180,367.9492000010214,19.480000000839937,21.17069999985688,27.50910000031581,813.728600000104,1,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4559880192,4560809984,4559880192,4560809984,69744,69744,69744,69744,3557027840,3557027840,3557027840,7.9426,9.0223,31.1017,802.4411,0.0002,0.0004,0.0006,0.0068,0.1617,0.3329,0.5161,0.6062,15.5895,16.417,28.0692,28.0692,11.423,12.6845,13.0662,18.6724,0.0064,0.0086,0.0116,0.024,0.0064,0.0086,0.0116,0.024,47.6,76.6,125.5,130.7,0.5,0.8,1.0,379832.9,0.0,0.0,80.3,1579.3,0.0,0.0,0.0,9815.0,0.0,0.0,0.0,308191.0,0.0,0.0,0.0,7693.5,0.0,0.0,0.0,24431.1,0.0,0.0,0.0,0.0,0.1638
PIE,before,Before_PIE_02,FastSweep160,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,180,382.78770000033546,19.396300000153133,20.829900000535417,21.88219999879948,821.6754000004585,1,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4556546048,4554108928,4552359936,4556554240,69744,69744,69744,69744,3564892160,3564892160,3564892160,7.8552,9.0592,30.1448,791.5878,0.0002,0.0004,0.0062,0.0083,0.1556,0.2589,0.4125,0.4383,15.6222,16.5125,29.2328,29.2328,11.4829,12.6171,13.6457,19.1399,0.0063,0.0081,0.0101,0.0822,0.0063,0.0081,0.0101,0.0822,47.9,57.4,136.5,141.4,0.4,0.8,1.0,374277.1,0.0,0.0,80.7,1526.1,0.0,0.0,0.0,9591.9,0.0,0.0,0.0,306037.0,0.0,0.0,0.0,7594.1,0.0,0.0,0.0,23386.3,0.0,0.0,0.0,0.0,0.1358
PIE,before,Before_PIE_02,StationaryStop,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,8.435499999905005,20.26819999991858,21.94029999918712,32.826000000568456,33.39099999902828,2,0,1,1,1,7,0,2,2,2,2,2,2,2,2,1,1,1,1,6,6,6,6,4,4,4,4,3809280,5062656,3809280,5062656,4554117120,4563304448,4554117120,4569935872,69744,69744,69744,69744,3565297664,3565297664,3565297664,8.3911,10.7969,16.4514,34.6595,0.0002,0.0004,0.006,0.007,0.1519,0.2629,0.4211,4.7268,16.1784,16.9534,26.5662,32.5143,11.7956,13.0579,17.0175,23.6222,0.006,0.0078,0.0099,0.0229,0.006,0.0078,0.0099,0.0229,58.6,77.5,148.9,15315.6,13.3,1731.7,2777.4,3078.4,12.2,14.6,193.4,209.9,4.2,1278.8,2065.7,2166.8,0.7,231.6,370.7,412.2,0.0,0.0,0.0,682.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.1269
PIE,before,Before_PIE_02,LongRepeatDistributed,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,1800,1097.8627999993478,30.915100000129314,33.57289999985369,34.73459999986517,3647.8306999997585,159,1,2,186,186,10,6,122,122,122,122,122,122,122,122,121,121,121,121,126,126,126,126,364,364,364,364,46220288,46220288,46220288,46220288,4624842752,4619997184,4612972544,4633939968,69744,69744,69744,69744,3588677632,3549569024,3588677632,13.5917,15.3188,16.5089,3569.6262,0.0002,0.0004,0.0005,0.0063,0.1814,3.7838,4.0551,4.5047,26.1174,27.2363,27.6502,65.6404,17.383,19.5629,20.1937,55.6534,0.0066,0.0098,0.017,0.0555,0.0066,0.0098,0.017,0.0555,123.1,152.6,179.4,340.8,0.3,0.6,0.8,2424508.6,72.1,86.8,106.3,6600.8,0.0,0.0,0.0,79728.3,0.0,0.0,0.0,1990714.4,0.0,0.0,0.0,22921.8,0.0,0.0,0.0,274648.4,0.0,0.0,0.0,0.0,0.2366
PIE,before,Before_PIE_02,ActualNewKnowledge,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,28.090800000427407,20.117599999139202,31.613599998308928,46.61400000077265,55.44299999928626,11,0,1,1,1,7,0,2,7,2,7,2,7,2,7,1,1,1,1,6,11,6,11,4,19,4,19,3809280,11329536,3809280,11329536,4617633792,4627025920,4617633792,4627025920,69744,69744,69744,69744,3549974528,3551940608,3551940608,8.3204,15.5825,34.9694,54.5964,0.0002,0.0004,0.0006,0.0064,0.1592,0.2993,4.2524,4.4007,15.9878,26.0707,27.5188,28.5608,11.6444,19.7777,24.0225,25.7988,0.0061,0.008,0.0095,0.0108,0.0061,0.008,0.0095,0.0108,67.2,138.7,14887.9,15023.2,79.8,1703.3,5386.6,5849.7,0.0,260.2,734.3,1309.3,1.4,1289.1,4401.4,4934.4,0.8,6.7,393.7,412.1,0.0,0.0,689.9,769.1,0.0,0.2,0.4,0.5,0.0,0.0,0.0,0.0,3.2676
PIE,before,Before_PIE_03,Empty,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,240,0.13279999984661117,31.04890000031446,33.527900000990485,34.54980000060459,94.39300000121875,25,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4298461184,4299808768,4296720384,4300222464,62829,62829,62829,62829,3524317184,3524620288,3524710400,13.1054,15.2409,16.3591,91.5745,0.0002,0.0005,0.0055,0.0059,0.1676,3.8716,4.1299,4.5287,26.0932,27.3832,27.9302,29.3122,18.097,20.0593,20.9162,21.5294,0.0062,0.0081,0.0096,0.0109,0.0062,0.0081,0.0096,0.0109,119.2,156.9,169.2,270.1,0.3,0.5,0.7,0.7,71.1,87.5,109.4,190.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2084
PIE,before,Before_PIE_03,OneWhole,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,300,2.019899999140762,31.17530000054103,33.86260000115726,44.93250000086846,70.08150000001478,37,0,2,0,0,8,1,1,1,1,1,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,0,235520,0,235520,4299915264,4307652608,4299915264,4316114944,62829,62829,62829,62829,3524620288,3524698112,3524698112,13.094,14.8359,20.3475,31.4055,0.0002,0.0004,0.0006,0.0064,0.175,3.8105,4.0419,4.1455,26.2246,27.2234,27.959,29.7362,18.1254,20.4604,21.5524,49.4705,0.0062,0.0083,0.0107,0.0111,0.0062,0.0083,0.0107,0.0111,139.5,234.7,344.3,11405.6,48.8,96.4,101.2,611.4,93.9,104.5,124.1,289.8,0.4,3.0,3.8,378.0,0.4,0.7,0.9,77.5,0.0,100.5,108.9,131.1,0.1,0.2,0.4,2.9,0.0,0.0,0.0,0.0,0.4328
PIE,before,Before_PIE_03,EightWhole,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,300,13.983299999381416,31.151700000918936,36.07859999829088,40.89120000026014,57.441900000412716,62,0,2,0,0,15,2,8,9,8,9,8,8,8,8,0,0,0,0,32,41,32,41,24,24,24,24,0,1884160,0,1884160,4308398080,4314497024,4308017152,4314497024,62829,62829,62829,62829,3524698112,3525844992,3525922816,14.2656,22.0015,25.6948,40.7816,0.0002,0.0004,0.0006,0.0068,0.1673,0.5206,3.967,4.1791,26.2874,27.3228,27.6599,27.9149,16.5949,19.4687,20.7311,21.166,0.0063,0.0078,0.0086,0.01,0.0063,0.0078,0.0086,0.01,250.7,926.5,5826.6,8792.9,362.9,6578.4,8587.4,8718.3,273.8,654.6,796.2,907.9,1.9,68.2,740.2,1102.7,0.8,1231.9,1787.3,1825.4,0.0,341.5,400.7,453.2,0.2,0.7,1.0,1.1,0.0,0.0,0.0,0.0,8.6564
PIE,before,Before_PIE_03,ThirtyTwoWhole,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,56.11239999961981,31.293099998947582,41.7317000010371,48.77730000043812,115.69239999880665,102,1,3,0,0,39,3,31,29,27,32,27,27,27,27,0,0,0,0,120,147,120,147,81,81,81,81,0,6359040,0,6359040,4314308608,4358144000,4314308608,4358144000,64175,64229,64175,64229,3528749056,3530555392,3530555392,16.6051,26.78,41.9038,115.2672,0.0002,0.0005,0.0069,0.0072,0.1755,0.3247,0.4508,0.4735,26.4075,27.3767,27.7664,27.8389,14.1445,17.4916,18.5047,19.2319,0.0063,0.0089,0.0102,0.015,0.0063,0.0089,0.0102,0.015,1104.8,2938.3,3737.5,40200.3,1204.4,9362.7,15938.5,20171.0,775.7,1264.0,1660.4,2030.7,5.0,254.2,325.0,5268.9,1.8,1623.5,2338.3,3598.7,0.0,1220.8,1358.2,2289.5,0.5,1.5,2.4,3.9,0.0,0.0,0.0,0.0,13.8635
PIE,before,Before_PIE_03,PartialNewThenRepeat,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,23.656999999730033,20.143400000961265,31.957799999872805,45.2411000005668,53.68749999979627,13,0,1,0,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,0,3809280,0,3809280,4371537920,4405653504,4371537920,4415098880,64287,64287,64287,64287,3539861504,3539861504,3539861504,10.9736,18.1318,38.4887,55.9243,0.0002,0.0004,0.0057,0.007,0.1921,4.0663,4.3113,7.4938,16.0885,26.5548,27.8989,33.2362,9.987,15.8101,21.4096,21.8864,0.0062,0.0083,0.0103,0.0105,0.0062,0.0083,0.0103,0.0105,2453.1,5514.1,14667.3,19014.5,0.9,79.3,4857.4,12399.1,0.0,185.4,473.9,654.5,0.0,1.1,9.5,5585.8,0.0,0.9,1.5,1245.2,0.0,0.0,2004.0,2522.0,0.5,482.2,11618.9,12255.5,0.0,0.0,0.0,0.0,5.5667
PIE,before,Before_PIE_03,Overlap64,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,349.2314000013721,31.287699999666074,34.00890000011714,35.22290000000794,802.4642000000313,51,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4428750848,4421943296,4421705728,4429254656,65679,65679,65679,65679,3547725824,3547725824,3547725824,13.3431,14.9187,15.9693,792.306,0.0002,0.0004,0.005,0.0068,0.1772,3.8717,4.1365,4.4361,26.3251,27.3801,28.1113,28.916,18.0778,19.9956,20.7982,20.999,0.0062,0.009,0.0104,0.0272,0.0062,0.009,0.0104,0.0272,121.9,156.3,175.8,182.1,0.5,0.8,1.0,388763.2,72.5,86.6,105.5,2113.0,0.0,0.0,0.0,10464.2,0.0,0.0,0.0,312959.4,0.0,0.0,0.0,7951.3,0.0,0.0,0.0,25221.1,0.0,0.0,0.0,0.0,0.2364
PIE,before,Before_PIE_03,SameIdentity64,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,391.7786000001797,30.965199999627657,33.70329999961541,34.614899999724,1307.1274000012636,36,1,1,65,65,8,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4429639680,4426137600,4426080256,4429996032,66733,66733,66733,66733,3555868672,3555868672,3555868672,13.1855,14.5926,15.2763,1269.3729,0.0002,0.0004,0.006,0.0068,0.1777,3.844,4.1251,4.4576,25.9403,27.1679,27.3783,29.1453,17.9581,20.1297,20.6135,27.7339,0.0062,0.0078,0.0089,0.0097,0.0062,0.0078,0.0089,0.0097,120.6,150.9,176.7,189.0,0.3,0.6,0.7,855241.1,72.2,88.4,113.1,1819.5,0.0,0.0,0.0,10931.9,0.0,0.0,0.0,706582.0,0.0,0.0,0.0,8087.0,0.0,0.0,0.0,94718.3,0.0,0.0,0.0,0.0,0.2165
PIE,before,Before_PIE_03,Distributed184,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,1088.235799999893,31.280499999411404,34.33079999922484,39.10300000097777,3636.9107000009535,53,1,6,185,185,10,6,121,121,121,121,121,121,121,121,121,121,121,121,122,122,122,122,361,361,361,361,44966912,44966912,44966912,44966912,4562464768,4554723328,4547555328,4564353024,69655,69655,69655,69655,3579248640,3579248640,3579248640,13.4818,15.1767,16.836,3576.0432,0.0002,0.0004,0.0006,0.0068,0.178,3.7685,4.0402,4.3562,26.459,27.5761,35.4416,77.6297,17.9741,20.2537,24.2241,38.4806,0.0063,0.0082,0.01,0.0129,0.0063,0.0082,0.01,0.0129,123.1,160.1,177.6,231.4,0.3,0.6,0.8,2425875.8,72.5,90.1,124.5,6422.3,0.0,0.0,0.0,88450.1,0.0,0.0,0.0,1985217.2,0.0,0.0,0.0,23400.5,0.0,0.0,0.0,272228.4,0.0,0.0,0.0,0.0,0.2361
PIE,before,Before_PIE_03,FastSweep90,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,180,402.9028999993898,19.439699999566074,21.358400001190603,48.90530000011495,844.8103999999148,2,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4555632640,4556013568,4555632640,4556013568,70919,70919,70919,70919,3587112960,3533926400,3587112960,8.0698,10.4431,35.4514,817.2433,0.0002,0.0004,0.0006,0.0006,0.1739,0.3693,0.5322,0.6092,15.5863,16.3411,29.0971,29.3043,11.3413,12.5564,13.2049,17.1281,0.0065,0.0086,0.0096,0.0104,0.0065,0.0086,0.0096,0.0104,48.2,57.8,125.4,130.9,0.5,0.7,1.3,376367.1,0.0,0.0,79.6,1527.1,0.0,0.0,0.0,9655.3,0.0,0.0,0.0,307215.0,0.0,0.0,0.0,7572.0,0.0,0.0,0.0,23608.9,0.0,0.0,0.0,0.0,0.1458
PIE,before,Before_PIE_03,FastSweep160,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,180,348.29459999855317,19.38279999922088,21.25780000096711,27.235100000325474,789.8686000007729,1,1,1,65,65,15,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3809280,3809280,3809280,3809280,4556513280,4556591104,4556513280,4556591104,70919,70919,70919,70919,3541790720,3541790720,3541790720,7.937,9.085,30.2323,779.4811,0.0002,0.0004,0.0052,0.0056,0.1802,0.336,0.4042,0.4358,15.5359,16.3766,29.1066,29.1066,11.3595,12.6456,13.077,19.5251,0.0065,0.0082,0.0095,0.0099,0.0065,0.0082,0.0095,0.0099,47.6,60.4,123.6,135.0,0.4,0.9,1.3,377023.9,0.0,0.0,77.4,1525.0,0.0,0.0,0.0,9632.2,0.0,0.0,0.0,307483.0,0.0,0.0,0.0,7667.6,0.0,0.0,0.0,23814.1,0.0,0.0,0.0,0.0,0.1403
PIE,before,Before_PIE_03,StationaryStop,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,8.745899998757523,20.271400000638096,21.902899999986403,32.013599999118014,33.81690000060189,2,0,1,1,1,7,0,2,2,2,2,2,2,2,2,1,1,1,1,6,6,6,6,4,4,4,4,3809280,5062656,3809280,5062656,4556599296,4555255808,4555218944,4565307392,70919,70919,70919,70919,3542196224,3542196224,3542196224,8.3259,11.2228,16.7748,35.7182,0.0002,0.0004,0.006,0.0072,0.1798,0.4285,0.6121,4.2237,16.249,17.2245,26.5402,32.0602,11.772,13.2419,15.419,24.2024,0.0062,0.0078,0.0096,0.0254,0.0062,0.0078,0.0096,0.0254,59.3,75.8,153.8,15140.9,13.3,1809.9,2796.9,3066.2,12.4,14.9,198.1,429.4,4.3,1323.9,2115.4,2159.4,0.7,214.3,371.2,411.5,0.0,0.0,0.0,684.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.1092
PIE,before,Before_PIE_03,LongRepeatDistributed,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,1800,1026.9232999999076,31.251399999746354,33.972899998843786,34.962899999300134,3576.1994999993476,260,1,3,186,186,10,6,122,122,122,122,122,122,122,122,121,121,121,121,126,126,126,126,364,364,364,364,46220288,46220288,46220288,46220288,4592840704,4592545792,4576694272,4605218816,70919,70919,70919,70919,3565576192,3549569024,3565576192,13.5816,15.2527,16.6243,3535.8174,0.0002,0.0004,0.0013,0.0079,0.1821,3.8895,4.1333,4.6109,26.4386,27.5642,27.8819,68.6235,17.8192,19.9983,20.5583,25.6773,0.0064,0.0084,0.0103,0.0523,0.0064,0.0084,0.0103,0.0523,122.9,160.5,189.5,625.4,0.4,0.7,0.8,2425303.4,72.4,95.8,114.9,6737.1,0.0,0.0,0.0,79834.1,0.0,0.0,0.0,1984230.0,0.0,0.0,0.0,23363.1,0.0,0.0,0.0,279924.0,0.0,0.0,0.0,0.0,0.2374
PIE,before,Before_PIE_03,ActualNewKnowledge,194a0dbddacf9c5ea5d6b19f66773c2effb984c0,6668FAD744D2B2F3B6829FF1B1668354641A799BAF6EE697FD65D8DE3C4B386F,360,28.31049999986135,20.370700000057695,31.93259999898146,46.69190000095114,55.25390000002517,12,0,1,1,1,7,0,2,7,2,7,2,7,2,7,1,1,1,1,6,11,6,11,4,19,4,19,3809280,11329536,3809280,11329536,4590473216,4601110528,4590473216,4607655936,70919,70919,70919,70919,3549974528,3551940608,3551940608,8.5331,15.31,35.1791,54.9697,0.0002,0.0004,0.0067,0.0069,0.1802,0.3566,4.0135,4.9803,16.2104,26.4212,27.9903,28.3194,11.7232,19.0791,24.6839,25.9586,0.0062,0.0083,0.0109,0.0112,0.0062,0.0083,0.0109,0.0112,67.5,142.8,14812.5,15107.3,75.9,1492.4,5431.9,5848.8,0.0,219.9,693.9,813.1,1.3,1236.3,4214.0,5260.0,0.8,7.2,394.9,473.9,0.0,0.0,687.5,730.4,0.0,0.2,0.3,0.6,0.0,0.0,0.0,0.0,3.2798000000000003
PIE,after,After_PIE_01,Empty,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,240,0.13140000010025688,26.29479999995965,32.58370000003197,34.25690000040049,35.693399999217945,8,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290486272,4304211968,4290486272,4319145984,62830,62830,62830,62830,3524325376,3524620288,3524710400,17.6305,22.2309,23.4275,25.0375,0.0002,0.0004,0.0005,0.0006,0.1508,3.0522,3.4073,4.4812,16.9597,19.4296,20.2212,21.6402,6.6707,13.1991,14.8775,16.6207,0.0063,0.0084,0.0112,0.012,0.0063,0.0084,0.0112,0.012,120.4,171.5,192.4,211.8,0.3,0.6,0.7,0.8,73.9,114.5,134.5,158.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2216
PIE,after,After_PIE_01,OneWhole,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,300,2.3105999989638804,25.948300000891322,30.49490000012156,33.90840000065509,49.818399998912355,3,0,1,0,0,8,1,1,1,1,1,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,0,235520,0,235520,4284715008,4273147904,4263698432,4296249344,62830,62830,62830,62830,3524698112,3524698112,3524698112,17.761,22.5096,32.4904,35.7086,0.0002,0.0004,0.0006,0.0006,0.1417,0.2751,3.2452,3.5491,16.985,19.3286,20.9146,23.995,6.2717,11.9543,13.1856,14.1039,0.0063,0.0093,0.011,0.0133,0.0063,0.0093,0.011,0.0133,140.7,237.4,421.4,11910.7,50.3,97.5,121.7,553.1,98.6,129.5,178.6,300.5,0.4,3.1,4.7,318.9,0.4,0.9,1.2,76.2,0.0,98.9,112.4,126.2,0.2,0.3,0.5,60.2,0.0,0.0,0.0,0.0,0.43510000000000004
PIE,after,After_PIE_01,EightWhole,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,300,14.678100000310224,25.993499999458436,32.122200000230805,40.30450000027486,47.357999999803724,9,0,1,0,0,15,2,8,8,8,9,8,8,8,8,0,0,0,0,32,50,32,50,24,24,24,24,0,1884160,0,1884160,4273135616,4298158080,4273135616,4298199040,62830,62830,62830,62830,3525320704,3526524928,3526524928,19.2068,26.3836,32.7884,47.5051,0.0002,0.0004,0.0006,0.0007,0.1463,0.2642,3.5691,3.7466,17.1222,19.3188,20.8344,21.2504,5.5722,11.4667,12.8714,13.1481,0.0063,0.0088,0.0125,0.0624,0.0063,0.0088,0.0125,0.0624,269.8,900.7,2994.0,4650.0,372.4,6554.4,9189.6,9751.9,281.0,707.5,846.1,1014.3,2.0,65.7,313.4,1417.0,1.0,991.9,1517.8,1802.4,0.0,282.1,377.0,548.3,0.2,0.7,1.0,1.2,0.0,0.0,0.0,0.0,8.5602
PIE,after,After_PIE_01,ThirtyTwoWhole,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,61.87540000064473,25.969700000132434,38.020899999537505,54.37759999949776,124.26150000101188,35,1,3,0,0,39,3,31,31,27,33,27,27,27,27,0,0,0,0,120,198,120,198,81,81,81,81,0,6359040,0,6359040,4297605120,4328321024,4297605120,4328321024,64318,64474,64318,64474,3529428992,3534647296,3534647296,25.2247,39.061,59.1726,124.4958,0.0002,0.0005,7.0877,9.4893,0.1365,0.2315,3.2523,3.5623,17.2532,19.5612,20.6424,21.5594,0.0014,0.0066,5.8206,6.4988,0.0063,0.0102,19.442,27.5355,0.0063,0.0096,0.0115,0.1717,789.5,3476.6,4194.8,17139.2,1377.1,13306.1,19439.9,33621.4,837.9,1599.8,2124.7,2729.3,5.0,230.0,282.1,5231.8,2.2,1614.1,2826.7,3936.1,0.0,989.4,1219.2,2255.3,0.3,1.6,2.0,4.2,0.0,0.0,0.0,0.0,19.8415
PIE,after,After_PIE_01,PartialNewThenRepeat,5ec64c1d8dfef1e20d13ed98fc3c6617828d9170,AE4AB439A898C6467604E4C35064BB7D24D578B29E98B8095C122713B96D1ABD,360,24.725499999476597,23.792799998773262,30.511599999954342,47.14630000125908,57.39060000087193,10,0,1,0,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,0,3809280,0,3809280,4338397184,4344418304,4338397184,4344557568,64532,64532,64532,64532,3543953408,3543953408,3543953408,15.79,24.4637,41.3371,62.2336,0.0002,0.0004,0.0007,0.0075,0.1483,3.11,3.2631,3.4616,16.0484,18.9838,20.8608,24.3988,5.8332,12.7044,13.5948,14.6749,0.0063,0.0091,0.0105,0.0521,0.0063,0.0091,0.0105,0.0521,3168.7,5190.5,10345.5,17816.2,1.2,81.6,4701.2,12493.4,0.0,187.9,483.3,784.6,0.0,1.2,8.3,5842.5,0.0,1.0,1.5,1234.0,0.0,0.0,1717.2,2051.2,0.4,19.3,11595.3,11938.0,0.0,0.0,0.0,0.0,5.2467
